arrival,flowID,packetsizeBytes
0.029146852419424503,4,64
0.029147595264989463,11,596
0.029148663563966802,2,1500
0.029148794953376956,1770,64
0.02915010039594747,18927,64
0.0291501474246993,358,596
0.02915116433623911,16,596
0.029151356751737995,9,64
0.02915278673361344,10,1500
0.0291536479457065,7301,64
0.0291548931573935,10,1500
0.029154988141664045,13,1500
0.029155188993447288,19,596
0.029155510855070267,8338,1500
0.029156105682138157,18,596
0.029156361392496985,9,1500
0.029157052089532093,1,1500
0.02915706382118425,6635,64
0.029158552423788814,12,1500
0.029158792969632977,4978,1500
0.029159248430096943,19,1500
0.029160498912183704,6145,64
0.029160898928170424,3859,1500
0.029162330389307718,14,1500
0.029163639342072736,12,1500
0.029163794865436216,15,1500
0.02916447442511042,11265,64
0.029164929415546294,6,1500
0.029165270361763505,1,596
0.02916640534510802,9360,64
0.029169289009138486,5485,64
0.02916929678502958,12,64
0.029169306092289182,918,596
0.029169344200214744,10,1500
0.02917127673165451,1,1500
0.02917154861600588,3255,1500
0.029174764699418237,6540,1500
0.029177600292427528,7,1500
0.029178483163179766,13911,1500
0.029179620625787793,9539,1500
0.02917998754848489,5820,1500
0.029181139129461367,17,64
0.029182287770081597,10,1500
0.0291826500900889,18,1500
0.029183476080021586,12,64
0.029183699193089507,11203,596
0.029184125392829705,11,64
0.02918417938536491,17082,1500
0.02918454048351407,19,596
0.029187851980807623,5099,1500
0.029189116739577865,13125,596
0.02918913222394471,6,64
0.029189549767410065,19,1500
0.029191519963930868,16,64
0.02919176701978553,2655,64
0.02919297997980182,11,64
0.029193038427531133,14415,1500
0.02919338033656378,16,1500
0.02919460838653618,13566,1500
0.029194745314278965,2,1500
0.02919628826164632,19639,1500
0.029196339952232038,4,1500
0.02919690495712446,8,64
0.02919801459542022,6,1500
0.029198285809662456,2721,1500
0.02920239899230377,7,1500
0.0292029360986065,0,1500
0.02920320400280797,13,1500
0.02920388448110799,10116,1500
0.029203999109422535,12,596
0.029204674349775857,4,1500
0.02920494580977703,18,64
0.02920502798354594,14,596
0.029205230348736386,17578,1500
0.029205318698829617,1731,1500
0.029205357920880803,10924,1500
0.029206883054495293,3686,1500
0.029207267626954476,7,1500
0.02920833032917476,15,1500
0.029209036279094148,18598,1500
0.029209130443538612,12429,1500
0.029209894832616542,1266,64
0.029210307447082993,9,1500
0.029210355744450175,13,1500
0.029210902212983426,17,596
0.02921107339279166,11,1500
0.029211323492918943,8,64
0.029211814201863015,12266,1500
0.029213561893857903,12,1500
0.029214121760623483,0,1500
0.029214378378924464,10,64
0.02921623947730142,8,1500
0.029218789563130326,9,596
0.029219190856400862,5926,1500
0.029219973430644055,9,64
0.029220221746156714,1,64
0.029221731239681553,2,1500
0.02922242450940613,11449,1500
0.029222677410282782,11,596
0.02922311517377302,16724,1500
0.029223653550313772,12,64
0.029224759032338836,3163,64
0.029224938235091005,2877,596
0.029225482073554514,18422,1500
0.02922647880681345,10,64
0.02922697081539149,12,596
0.029227803023177696,15,64
0.029228721231826606,17458,1500
0.0292289528742321,2,1500
0.02923029451247144,3,64
0.029230311870516272,6380,1500
0.029230989111899423,0,1500
0.029231797339608893,165,596
0.029231936330681406,10,1500
0.029232329427156954,8973,64
0.0292336619684219,4813,1500
0.029233792582254465,4470,1500
0.029233976259913898,0,1500
0.029234822574429033,18676,64
0.02923495070497829,12,596
0.029234987514944962,11338,596
0.02923502839312081,14159,1500
0.02923589593965062,9,64
0.02923650576556426,6,1500
0.029237036533425974,7,1500
0.029238546869339407,18776,1500
0.029239531914873357,19277,1500
0.02924006174692887,11,64
0.029240614942181112,2001,1500
0.02924097607199132,19165,1500
0.029241018871949354,9164,64
0.029242683632822,14,1500
0.029242917052403092,1,1500
0.029244679532686318,15546,596
0.029246041136920566,0,1500
0.029247263547402518,3509,1500
0.029247828048211594,3,1500
0.02924945128193943,348,596
0.029251868745093692,7,596
0.029252348292857843,7233,64
0.029252647023710304,19612,1500
0.029253683257485716,4,596
0.029253734194226444,12120,64
0.02925375528654389,256,64
0.02925407697328379,7,64
0.029254899595318018,8,1500
0.029256219701857246,5,1500
0.029256354986821078,6967,64
0.02925725857242432,9,1500
0.02925734347262207,11007,1500
0.029257567837244192,2636,1500
0.029257800662996707,7,1500
0.02925866448534426,3,64
0.029258880295838088,14,1500
0.029259277696575582,19530,1500
0.02925935562186438,10,1500
0.029259854720344973,6,1500
0.029259875500370763,3569,1500
0.029260980995412317,10335,596
0.02926135959968265,5,1500
0.02926281212371824,6,1500
0.029262886700567602,19,1500
0.029263257322368584,12,1500
0.02926378982432596,13133,1500
0.029264332578465786,14,1500
0.029264690314319986,14482,1500
0.02926638833453163,0,64
0.029267275020986045,18,64
0.029268527429591493,11,1500
0.02927004096692289,5099,596
0.02927075351361206,9423,1500
0.029272000400442356,17021,1500
0.02927218669451981,15626,1500
0.029272810720886194,1,596
0.029273300392639888,12,1500
0.02927398364658,14210,1500
0.029274613105520604,15239,1500
0.029274855583113824,772,1500
0.02927566570615586,3,1500
0.029275842947278446,11538,1500
0.029275962359775955,3,64
0.02927647697605768,14,596
0.02927847578064154,2313,1500
0.029278588716637237,10,596
0.02927963452268246,11,1500
0.029279827389291736,13,64
0.029280061434690953,16,1500
0.029280401065855548,1672,1500
0.029282912383602835,13787,1500
0.029284988271847664,19,596
0.029286012269842787,485,1500
0.029286341106353215,19845,64
0.029288351644164885,2,64
0.02928864766953963,18471,1500
0.029289389611448988,3,1500
0.029289495437432114,1,64
0.029290604158045228,3,64
0.02929089044274959,420,64
0.02929132277039785,9444,1500
0.029291685569537596,7,1500
0.02929183156273334,15,596
0.029293688009461753,2,64
0.029294252777187144,15474,1500
0.029296025771525066,13985,64
0.02929690647163813,8,64
0.029297979506294848,15505,1500
0.029299308667002158,1820,596
0.029300790668644824,9,1500
0.029300993319643052,5,1500
0.029301217060276354,17,1500
0.029302184026272805,19530,1500
0.029302468361688698,18,1500
0.029302897129895547,19,1500
0.029302919434658826,17505,64
0.02930350315997535,11852,64
0.02930413221077741,13811,64
0.029305917179171418,7,64
0.029306531954089297,17,1500
0.02930709959427166,11,596
0.02930758676159992,8,1500
0.02930783781780514,12,1500
0.02930834885122716,13521,596
0.02930997847883618,14801,1500
0.0293105593358605,6572,1500
0.029313349092677504,4825,1500
0.029313824275326777,15805,596
0.02931422677685585,4457,1500
0.02931453010918629,1,64
0.0293147643582575,16,1500
0.029315024501844242,2,64
0.029315529826614655,10,64
0.02931587382944874,17423,64
0.029315998738103012,16,1500
0.02931620002545285,15,1500
0.029316459338755263,9270,64
0.029316980681850777,18191,1500
0.029317489519184014,14,1500
0.029317822135509337,11468,64
0.029318839461069415,2,64
0.029320918041646413,7544,1500
0.029321044520524794,2,64
0.02932106419602015,7528,596
0.029321810975599664,6079,64
0.029322309740301818,7916,1500
0.02932340781816975,9504,64
0.02932351222105798,6145,1500
0.029323881048596047,7,64
0.02932492234691579,1897,1500
0.029325020656051876,0,1500
0.029325362574810863,14700,1500
0.029325684948847897,17547,64
0.029326778687616264,11600,1500
0.029328426412722836,2,1500
0.02932859427641942,7,596
0.029330166361222397,17,64
0.029330218487809895,3,1500
0.029330366536446908,18,1500
0.0293316147255167,14,1500
0.02933242814857406,19612,1500
0.029332822221604465,14329,64
0.02933294097891177,12479,596
0.029333088882822284,3,1500
0.029333133200341324,18,596
0.02933329380836341,1,64
0.029334430739735243,19,1500
0.029335357447673748,13,1500
0.029335911220675,19440,1500
0.029335971043129516,11975,64
0.029335996722320224,13903,1500
0.02933920079229939,11289,596
0.02934029411539847,8,596
0.02934032334092174,10377,596
0.02934045260361877,0,1500
0.029340477738000834,12,1500
0.02934075863817438,9643,1500
0.029343330459548296,10,596
0.02934415800551319,17138,1500
0.029345809884257775,19,1500
0.029346278910971496,19967,596
0.029346394248465444,5957,596
0.029346503233653422,1,64
0.029347876853535883,13,596
0.029347952175917555,14,64
0.029348303115802006,2900,64
0.029348693283328398,16438,1500
0.029349454981556215,9479,596
0.029349699136058505,3850,1500
0.029354441350979074,5928,64
0.029355553214118438,4334,64
0.02935689863810504,15,1500
0.029357811660988716,13676,1500
0.029358349769359915,5896,64
0.029358643285539786,16149,1500
0.029359032712077772,14,64
0.029359968701158336,18,64
0.02936009415491829,12,1500
0.02936015151100084,6443,64
0.029361022756975035,2,64
0.02936167733874319,5,1500
0.0293624445481496,1144,64
0.02936265275279266,16,64
0.029363193842386934,1148,64
0.029363770274902046,9,1500
0.02936542613023326,5,1500
0.029365492947941677,17,64
0.029366964598317193,1881,64
0.029368296094786195,3,1500
0.029368927323401656,14,1500
0.0293694062402168,16517,1500
0.029370055852422586,17763,64
0.029370081532813168,17229,1500
0.029370089964618356,18543,596
0.029370799577604325,17397,596
0.029371220361194387,9211,1500
0.029371268086383472,5690,1500
0.02937145783362836,2930,64
0.029371590687349118,15,596
0.029371769446075342,9,1500
0.02937319299988445,9713,596
0.029373200742310927,3,64
0.029373460854587048,0,1500
0.029376313591356992,19380,1500
0.02937668054846891,17777,1500
0.029376799176850606,11777,1500
0.029376924990393596,10321,1500
0.029379091797012216,4,1500
0.029380885538588395,5459,596
0.02938181282208793,15,64
0.029384353137448558,15668,1500
0.029386910339206096,12,596
0.029388202518088855,15546,64
0.029389295307954675,14187,1500
0.029390798055424203,10,1500
0.02939107110757261,6989,1500
0.029391374357912853,19,1500
0.029391926979139744,16,1500
0.029393408083054552,14867,1500
0.02939381096367421,18,64
0.02939448849746092,10,64
0.0293946553776834,13,1500
0.02939493693272265,16,64
0.029395316627447342,14,64
0.02939682788712226,14,596
0.02939702348101363,13,64
0.02939972143615487,19,1500
0.029400723930221483,4,1500
0.029403855986148416,10,1500
0.02940465162169882,19,1500
0.02940652280394529,10,64
0.02940676777555766,6449,1500
0.02940762015452714,16,64
0.029409145283873665,4,596
0.029411270846461206,11743,1500
0.029412747195849326,3,64
0.02941394050446433,9,1500
0.029414819545400542,13562,64
0.029415160850889258,17434,596
0.029415525774443885,17,64
0.029416459941746756,7,1500
0.029417905944517396,16724,64
0.02941852976341557,4232,596
0.029418852957734054,4,1500
0.02941897716187024,15,1500
0.029419292335121024,2478,64
0.029419873337488137,16,1500
0.029420653875960108,16,1500
0.02942083069876373,6091,64
0.029421204233180974,2664,64
0.02942121797472378,18,596
0.029421500030406837,3139,596
0.029422110698177496,6,64
0.0294232399121689,15,64
0.029423387713664578,16,1500
0.02942502678597093,8088,1500
0.029426826872378572,17946,64
0.029426857972506618,8,1500
0.029427620720107982,9,64
0.029429062982609132,10870,1500
0.02942908316018241,5607,64
0.029432246516023594,13839,1500
0.029432374730940646,6080,596
0.029432852093327196,8,1500
0.029434062400663517,4,64
0.029435480237179033,7193,1500
0.029436180629088527,5,1500
0.029436380900552693,2415,1500
0.029436405497126335,8,1500
0.029436618653603863,4,1500
0.029437487132829787,15,64
0.02943776202694693,13344,596
0.029437964559472753,8,1500
0.02943826352220516,13812,1500
0.029441547461883096,14,64
0.029443229779246752,18466,64
0.02944340382198923,10486,1500
0.029446739984419004,14,1500
0.02944813419428143,2874,64
0.029449624952755406,7,1500
0.029450383718461617,7964,1500
0.029451320788004658,18,1500
0.029451540804894264,7,1500
0.02945190004164885,9,1500
0.02945256891900391,2,64
0.029452705501290272,3,1500
0.029453711351959903,11009,64
0.029455111969687423,8,64
0.029455966387569914,18,1500
0.029458274428133386,10,64
0.0294583082211823,19,1500
0.029460028150798435,11,1500
0.02946155353999558,13629,1500
0.029462111966841873,9,64
0.029462378744108564,8777,1500
0.029463497389151945,19839,1500
0.029464336734643135,16,64
0.02946630288539429,8672,1500
0.029466800785761665,9,1500
0.029466909033817913,16231,64
0.029467306568810372,16928,1500
0.029468048481364847,2,1500
0.029468417092818975,17777,1500
0.029468713656575288,3756,596
0.02947227503534241,15675,1500
0.029472305490411736,1716,1500
0.029472310789106854,16409,596
0.02947490167991728,19676,64
0.02947508306005769,6149,1500
0.029475504666202336,3,1500
0.029476059698245436,18755,596
0.02947636062793626,9,1500
0.029476398180104488,10,1500
0.029476750435303997,6137,1500
0.029476812754000423,19349,64
0.029476879301604073,4972,596
0.029477381154749325,12927,64
0.029477487604334163,3453,1500
0.02947836741100025,3509,1500
0.029480536897138095,9164,1500
0.029481849608076725,1,1500
0.02948262361116807,16,64
0.02948263208625846,10325,1500
0.02948336697113736,8,1500
0.02948361680223637,10044,1500
0.029484445513777015,7,64
0.029484612688291837,18,64
0.029484904460352936,18,64
0.02948490775904546,17,64
0.029485092427061235,10,1500
0.029486369006929324,2296,64
0.029486723601947186,6,64
0.029487029713312147,12345,596
0.02948852219558678,13979,596
0.029489710978047524,18968,64
0.029489781473788786,16590,1500
0.029492055257644118,15,596
0.029492080708957355,18,64
0.029492206050501138,2970,64
0.029492982883761027,14,64
0.029493728131700262,12,1500
0.029495169211044826,15,1500
0.029495267481716565,12,596
0.02949549086421816,12297,1500
0.0294963027230622,18744,1500
0.029496722838170234,8782,1500
0.02949688176974974,5,1500
0.029497932787897224,3,1500
0.029498110322926936,13,1500
0.02949875698543014,4,1500
0.02949944433108787,7,596
0.029500690972070795,11,64
0.029501695396921206,16231,1500
0.029502013986932744,11106,1500
0.029502911091535428,11,64
0.029503923485108018,8501,64
0.029504500883083835,10762,1500
0.02950551380684621,8,1500
0.029505977456194137,1,64
0.029506166813292895,19587,1500
0.029506220558329653,15,596
0.02950700996175666,8,1500
0.02950923340890952,11822,64
0.02950993264651748,13317,64
0.02951016027829301,15374,1500
0.029510551506612883,11161,1500
0.029511331423909267,479,64
0.0295119758352361,15805,1500
0.02951215126301206,19692,1500
0.02951283395024393,16628,64
0.02951642795916693,7,1500
0.029517177621973884,15,1500
0.029517666331789344,8583,596
0.029517860688375554,10,64
0.029517921338265668,1201,64
0.02952103258525621,12,64
0.029521177057586164,2332,1500
0.02952182893638638,9,1500
0.029522164570262382,13382,64
0.02952244352623328,5,64
0.02952311919836774,16910,1500
0.029526605674993905,18551,64
0.02952785158534261,7,596
0.029528878222568163,8,1500
0.02952908478298998,18083,1500
0.029530445118041843,0,1500
0.02953094867811034,13629,64
0.029531798874569363,14,1500
0.029533555156849058,1377,1500
0.029533562804079587,1934,1500
0.02953603809733954,8850,64
0.029536079036725275,4049,1500
0.029537770603092848,14989,1500
0.029538096167769857,17,1500
0.029538911922116735,14838,1500
0.029539417738481708,17610,596
0.029539572106707032,14,64
0.029542385155252794,15,1500
0.029542736273971016,6,64
0.02954292085403507,14,64
0.029543245772704695,5243,596
0.02954446081480119,7632,1500
0.029545104556164225,1,1500
0.02954518372004363,19761,596
0.029545387213819257,0,1500
0.029546146133294024,5978,1500
0.029547253717424754,4,64
0.029547362805448778,3030,596
0.029547462483773327,15,1500
0.02954847947882252,0,1500
0.029549476659739143,6827,64
0.029550964073417618,4994,64
0.029551596910056745,15375,596
0.029551724352735557,10,1500
0.02955194707283311,11581,64
0.029552604508917883,7,1500
0.029553553683235544,7916,64
0.0295538731435258,10,1500
0.029554407087860887,3483,1500
0.029554710366570376,8396,596
0.02955555873769889,10,64
0.029556814867657624,7,1500
0.02955732223444158,16,1500
0.029558139591772514,16357,64
0.0295582064226142,9,64
0.02955843512170109,5,1500
0.02955994921596628,8,1500
0.029560178269080063,2662,64
0.029560623393541614,16643,1500
0.02956129510190754,11725,1500
0.029562781723574228,14,1500
0.029562986192177298,2,64
0.029563343698465222,1692,1500
0.029563605374084864,3,64
0.029563719645404538,11,1500
0.02956377507254086,10,1500
0.029564910831515714,5,1500
0.0295664992704452,8,596
0.029567749292595976,4972,1500
0.02956786607109702,18820,64
0.02956848426725145,14112,64
0.029569194697492755,8777,64
0.029569275578453222,18,1500
0.02956931870767501,3,596
0.029570398595527875,11,64
0.02957090396875225,14483,596
0.029571423450880954,8,596
0.029571578966519952,2985,64
0.029574452299388952,15568,596
0.029574788233998194,18044,1500
0.029575027163844594,19,64
0.02957527601640776,18388,1500
0.029575752823933533,3,1500
0.029576109815789266,4395,64
0.029576420817950352,11779,596
0.02957711641911867,11,64
0.029577310091118903,13812,64
0.029578400262209127,1,1500
0.029578969862048755,5,1500
0.02957933654319093,13228,64
0.029580028999039807,7,1500
0.02958067142549625,19,64
0.02958093730005605,9504,1500
0.02958105955019002,6,1500
0.029581152935938954,1534,64
0.02958268219043255,7,64
0.029582683107717403,13838,1500
0.029583326802278386,16385,1500
0.0295841987888647,14415,1500
0.029584307066333727,4,1500
0.029585234831181258,13693,64
0.02958609283657105,14867,64
0.029586402074740403,5971,64
0.029586408306528242,12454,1500
0.02958737868662364,10556,1500
0.02958803968386066,17956,64
0.029588200278893813,6,1500
0.02958927398810883,5443,64
0.029589990124066684,8,64
0.029590998949110724,12,596
0.02959141864500587,2,596
0.029591749741560185,16,1500
0.029591856010280332,5,64
0.029593170601604758,2,1500
0.029596399875079612,4070,1500
0.029597416197681206,11912,1500
0.029597737633590172,3056,64
0.029597880869804388,10901,1500
0.029598230768893938,9,64
0.029598746957367878,17464,1500
0.029599382648601704,11,1500
0.029599760333417657,9,596
0.02960113434211242,3,64
0.029601134821936253,9,64
0.029601997521681276,18388,1500
0.029603052809321573,19527,64
0.0296052436508946,12,1500
0.029606425987223944,0,64
0.02960759270841733,9906,596
0.029607662127993352,14,64
0.02960775733507519,16,64
0.029608330638679084,9,64
0.029608722084222473,10,1500
0.029609074959334854,3163,64
0.0296132174625412,17817,1500
0.02961366653740175,10802,64
0.029614500211087694,18,1500
0.02961459195269428,11,1500
0.029615592671541027,10438,1500
0.02961643834862536,12,596
0.029617740050087545,1201,64
0.029618182884648667,9206,64
0.029619703965521202,2,64
0.02962023844135596,9,1500
0.029620479939413427,16,596
0.029621616997143756,3758,596
0.02962268550546251,16853,1500
0.029622781424273322,11,64
0.02962286391945378,11226,64
0.029623233228907805,8,1500
0.02962374781764135,4,1500
0.029626315227470442,19,1500
0.029626617770701955,5662,64
0.029627955797752827,8163,1500
0.02962866884100702,17,64
0.029629573741165257,19,1500
0.02963304820674058,16910,1500
0.02963362302642089,4396,64
0.029635617777146253,14,1500
0.029637581558124914,16,596
0.029638040487870627,6,1500
0.02963837440757759,4,596
0.029638644840296866,18190,596
0.029639029256492415,3139,64
0.0296395664973898,5,1500
0.029641484903414356,16801,64
0.029641993011943264,10217,1500
0.029642635987252183,223,596
0.029642986842773625,6,1500
0.029643015002646128,10,1500
0.029643852107122618,14,1500
0.029644646753166557,19761,64
0.02964507269989428,10173,596
0.02964573885303323,10,1500
0.029647003671174656,6827,1500
0.029647272600516167,13,1500
0.029648180396045498,0,1500
0.029648685895011993,14,1500
0.02964869235287933,9,1500
0.029649323135683178,11373,596
0.02965011358737333,7709,64
0.02965072874248785,2970,1500
0.029651339413934746,19,1500
0.02965137176039425,10,596
0.029651439535434813,12,1500
0.029651626690105355,17882,1500
0.029652190450005347,9,64
0.029652751254755146,12,596
0.029653845753498227,652,1500
0.029655114296117734,6,64
0.029658247429723714,12,64
0.029658259159161635,6,1500
0.029660858956059508,6098,1500
0.029663386600365355,16,1500
0.029664511684118294,6247,1500
0.029665018184358138,3,1500
0.029665451405313438,1,1500
0.029665860993411945,18,596
0.0296664465154631,5770,64
0.029666687528814493,7,64
0.029667397135576253,14277,1500
0.029669034599002633,7952,1500
0.02966927272748131,12,64
0.029669305989938416,11238,64
0.02966958847806447,19,64
0.029670630034227288,4,1500
0.02967208537754362,17,1500
0.029673077537994808,11,1500
0.029674766302332883,10901,1500
0.02967627666040065,10538,64
0.029676548584867096,6827,64
0.0296767400787397,5485,64
0.029677458785965446,4,64
0.029677531272464287,13799,596
0.029678081148803007,15,596
0.02967816769051468,6,1500
0.029679278720923918,12,1500
0.029679740567780867,17061,596
0.02968048422033041,12617,64
0.029680569811797917,2957,64
0.029681220651154767,13139,64
0.02968157335339695,8,1500
0.029682091138467825,9,64
0.029683183855342077,5,596
0.02968415230951062,508,1500
0.029684631737100085,14664,1500
0.029685949587402786,15,1500
0.02968614520896636,4232,64
0.029686676646664908,14882,1500
0.029686872749472727,11,1500
0.0296870462143961,14642,1500
0.02968738064909463,4,596
0.02968822899019835,4134,64
0.029688349229638297,0,64
0.029688652350342362,14456,1500
0.029688733469288655,14801,64
0.02968987412536102,12,1500
0.029689876912633154,15505,596
0.02969058724416449,16,1500
0.029691558932905024,5953,64
0.029692678290269548,13590,1500
0.029693735290565394,2,1500
0.02969438848759853,17365,1500
0.029694978036949655,8814,1500
0.02969551338527694,13,64
0.02969572351302489,4,1500
0.02969608733935186,13562,1500
0.02969701241947433,904,64
0.029697035433675245,1,64
0.029697372094283775,16283,596
0.02969778678614939,9,596
0.02969785119353916,18,1500
0.02969839432611039,9106,596
0.029699808079998072,17,596
0.029699935698201056,10292,1500
0.0297000454113991,9936,1500
0.029700819109473177,9,596
0.029700861890923747,6,1500
0.029701119655378222,2,64
0.0297013708275738,17837,64
0.029702414943095935,12,1500
0.0297034689344887,19,1500
0.02970410103309466,9483,64
0.029705402857037398,8758,596
0.029706588784314297,9,596
0.02970662081905622,11873,1500
0.029708212561615772,19526,1500
0.029708332182311403,11725,1500
0.02970972938984182,2,1500
0.029710647870707194,3085,1500
0.029711059651646894,18,1500
0.02971323541236431,13742,596
0.029713251520915654,8823,596
0.029714577004462582,10717,1500
0.029715998233518233,12750,64
0.029716165407464943,17817,596
0.02971659089904849,14255,1500
0.029719310340860203,7,596
0.02972020346238479,3974,64
0.029720238510976885,16,596
0.029720339088860098,18,1500
0.029721158031432153,10,1500
0.029721335447579676,13903,64
0.029722090537629652,4,64
0.029722967683639398,8,1500
0.02972362847662122,4,596
0.029725392190317817,6756,1500
0.02972568116962015,2565,64
0.029725700241459138,11,1500
0.029725901204985174,2114,64
0.029727459273007982,12,64
0.029727539162870565,13,1500
0.029729493303697188,9483,64
0.02973069296829758,13,1500
0.029730903993055387,5343,64
0.029734114484737395,19121,1500
0.02973501715792695,1,596
0.029735019700596693,7,1500
0.02973519765720398,7,596
0.029736713372812477,2874,596
0.029736749691796377,13,1500
0.02973678364675483,5958,1500
0.029737498018777845,6941,1500
0.029738100673329885,18834,1500
0.029738826264143,5443,64
0.029739680394995093,6,64
0.029739734321207485,12,64
0.029739880732040813,11202,1500
0.029741595003147457,8088,1500
0.029742927084262297,256,1500
0.029744601966067843,19,1500
0.029745041659400295,14,64
0.02974535033630648,10173,1500
0.029745613032321632,19,1500
0.02974599181422132,17,64
0.02974752987844102,10,596
0.02974817503813603,11,64
0.029749311356903597,10,596
0.029750439242351823,3211,1500
0.029750625108713916,307,64
0.029750755494569636,13,64
0.029751904356817023,18773,64
0.02975281253134448,2,1500
0.029752901027982632,6,64
0.029752976912018815,5770,64
0.02975381959832301,13517,1500
0.02975562120595081,2,596
0.02975602055218883,348,64
0.02975695429266249,6224,64
0.02975815907394258,11,64
0.0297584066807907,5218,64
0.029758820190556857,13,64
0.0297590669232845,2933,1500
0.029759200737468485,18036,1500
0.029759248034037795,11,64
0.029760423136311394,17,1500
0.02976094660389209,11,64
0.02976202983719768,13,1500
0.029762135801725934,13,1500
0.029763571376014344,18,596
0.02976468532137586,11545,1500
0.029767444132383192,13,596
0.02976771902704707,1668,1500
0.02976888175676016,9,64
0.029769094685040215,15,1500
0.02976980429219054,19261,64
0.029771235264163663,18509,1500
0.029771993993479694,4,596
0.029772034890013108,14,1500
0.029772302570012243,8,64
0.029772883478295167,9005,1500
0.029772920658401016,79,596
0.029773285062753115,7694,64
0.029773410059605473,6123,64
0.02977412320948221,4,64
0.02977444371703004,17,596
0.029774536381377503,16206,596
0.029775656922406083,2965,1500
0.02977567857868226,15027,596
0.02977575814390411,9332,1500
0.029776083719688526,17464,1500
0.02977621749729199,4,1500
0.029776277076828825,14621,1500
0.029776965872951037,11,1500
0.02977700266962501,1,64
0.029777315925472916,11,64
0.029778237261117543,13,64
0.02977883768503999,8,64
0.02977921270243348,19,64
0.029779532599334652,16498,1500
0.02977988003218586,17423,64
0.02977999405523464,10,64
0.029780091609431163,19,596
0.029780347759156837,0,596
0.02978042332395786,13279,64
0.02978053202892691,12,1500
0.029780826020848174,10,596
0.029781506151064552,4,1500
0.029781736390248417,2,64
0.029782631939413756,18772,1500
0.029783773965196266,307,64
0.029784454341706533,16206,596
0.02978463014964711,2,596
0.029785505082457628,5714,1500
0.029786756554213544,15011,1500
0.029786890575348793,5191,64
0.02978720566690766,4,596
0.029787469897868384,8,1500
0.029788797964692883,16,1500
0.02978999613499863,18968,1500
0.029790180562330848,8,64
0.029790441658015077,17458,64
0.02979174191714094,16,1500
0.02979219817698751,13344,596
0.029792356377211778,18,596
0.029793105470037252,16,1500
0.029793474576416522,13,1500
0.029793631518065116,1672,1500
0.029793716219907108,15150,1500
0.029794079384633108,9967,596
0.02979418650398376,1910,1500
0.029794918473172054,14018,64
0.029796110482251236,4,1500
0.029796349027392203,14,596
0.029796358421343223,4,64
0.029796824162473468,15563,1500
0.029796960062522245,12,64
0.029798084273771026,18,1500
0.02979859868463381,11123,64
0.029800854909237864,12900,64
0.029801464882422374,6756,596
0.029801504208940566,17837,1500
0.029801677186658007,12682,596
0.029801972831117907,19587,596
0.029802336815545522,6,1500
0.029802820999772453,1534,1500
0.029802822533157993,14,596
0.029806347598286802,5,64
0.02980671815800255,3,1500
0.029806869214107377,9531,64
0.029807363246091206,9005,1500
0.029808020710430566,18302,64
0.02980829371688813,8,596
0.029808417950060055,9957,1500
0.029808871126781152,5,64
0.029808982538899378,18197,1500
0.029809744720810983,13053,1500
0.02981017507040092,16,1500
0.029810181045107808,14324,1500
0.02981084312594058,3542,596
0.029811082806858156,0,1500
0.029811238626054688,10292,1500
0.02981275490349803,16,596
0.029813455798779483,6,64
0.029813527938710768,17,1500
0.029813675004648044,15554,64
0.02981383901357701,4438,1500
0.029814536982980824,12,64
0.029815488596899687,15,1500
0.02981572089987777,5,1500
0.029816264124859097,7,1500
0.029816796939986217,3,1500
0.029817079735486297,17,596
0.02981720276141753,0,64
0.02981879070387636,13,1500
0.029818811084453088,2721,1500
0.02982001746129146,6449,64
0.029820030269140572,9,64
0.029820279748612732,9663,1500
0.029820633945053136,6049,64
0.029821497184162427,1,64
0.029822902870207547,9,1500
0.02982356084534334,10556,1500
0.029823719680084168,1,64
0.029824433817785472,4040,64
0.02982518438801025,12071,1500
0.029825263350107524,11,596
0.029825384050663227,18,64
0.029825469824940578,340,1500
0.029826405768577653,6861,596
0.029826579732327257,736,1500
0.029826687036426762,6137,1500
0.029827482515014582,0,64
0.02982767448266734,18,1500
0.02982844540608588,7435,596
0.029828958356588012,12538,1500
0.029828968292335802,11852,596
0.02982925146972299,7860,64
0.029829431783931736,12,64
0.029829788400214,0,596
0.029831270449844186,11,1500
0.02983247743966221,7,1500
0.029832675876330095,16,64
0.029832843290644652,3518,1500
0.029833514954180566,11779,64
0.02983404566497051,11777,64
0.029834530962103225,16,1500
0.02983454745685471,14324,1500
0.029835225325759315,18,64
0.02983540100836524,4577,1500
0.02983771529226821,3904,64
0.029839291198725824,736,1500
0.02983943148354084,6518,1500
0.029840368524639494,6,596
0.029840725996386496,17,1500
0.02984152026237516,499,64
0.029841982826008317,12586,1500
0.029842005892047767,13,64
0.029844095244122557,18,1500
0.029844651986637997,1,596
0.029845924514440455,14,1500
0.029847406153182657,17714,64
0.02984790537835186,1528,596
0.029848274908326703,7976,64
0.029848691624760143,10,596
0.029848896628058567,7,64
0.02984924377356582,6,64
0.02984982627717784,6163,1500
0.029850836613070676,8,1500
0.029850909801810974,10,1500
0.029851615306011752,14517,596
0.02985215241212635,2,1500
0.029854102265105643,13,64
0.029854424064741526,9794,1500
0.02985471552292825,10901,1500
0.029855722667968557,1,1500
0.029856038866242766,15,1500
0.029856142347313996,2890,64
0.029856204940916516,16658,64
0.029856278143683034,4869,1500
0.029856433666684553,4,64
0.029857229002834718,5331,1500
0.02985731987209842,5,596
